file,n,m,n_x_m,time,fitness,maxtoner
'/home/lucas/git/tonerscheduling/resources/887.txt',400,400,160000,0.37,400.0,400
'/home/lucas/git/tonerscheduling/resources/845.txt',400,400,160000,0.476,400.0,400
'/home/lucas/git/tonerscheduling/resources/628.txt',150,150,22500,0.193,95.0,95
'/home/lucas/git/tonerscheduling/resources/993.txt',600,600,360000,1.229,599.0,599
'/home/lucas/git/tonerscheduling/resources/693.txt',175,175,30625,0.176,159.0,159
'/home/lucas/git/tonerscheduling/resources/1111.txt',600,600,360000,2.175,513.0,513
'/home/lucas/git/tonerscheduling/resources/1206.txt',800,800,640000,1.844,800.0,800
'/home/lucas/git/tonerscheduling/resources/444.txt',1000,1000,1000000,2.753,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/392.txt',1000,1000,1000000,4.003,992.0,992
'/home/lucas/git/tonerscheduling/resources/916.txt',400,400,160000,0.823,374.0,374
'/home/lucas/git/tonerscheduling/resources/524.txt',1000,1000,1000000,2.314,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/402.txt',1000,1000,1000000,3.577,999.0,999
'/home/lucas/git/tonerscheduling/resources/552.txt',1000,1000,1000000,7.172,880.0,880
'/home/lucas/git/tonerscheduling/resources/415.txt',1000,1000,1000000,10.397,519.0,519
'/home/lucas/git/tonerscheduling/resources/736.txt',200,200,40000,0.271,163.0,163
'/home/lucas/git/tonerscheduling/resources/1228.txt',800,800,640000,1.554,800.0,800
'/home/lucas/git/tonerscheduling/resources/866.txt',400,400,160000,0.494,400.0,400
'/home/lucas/git/tonerscheduling/resources/1096.txt',600,600,360000,0.888,600.0,600
'/home/lucas/git/tonerscheduling/resources/1259.txt',800,800,640000,1.516,800.0,800
'/home/lucas/git/tonerscheduling/resources/1164.txt',800,800,640000,2.513,796.0,796
'/home/lucas/git/tonerscheduling/resources/1058.txt',600,600,360000,1.064,600.0,600
'/home/lucas/git/tonerscheduling/resources/518.txt',1000,1000,1000000,2.28,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1229.txt',800,800,640000,1.69,800.0,800
'/home/lucas/git/tonerscheduling/resources/706.txt',200,200,40000,0.182,192.0,192
'/home/lucas/git/tonerscheduling/resources/182.txt',25,10,250,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/1042.txt',600,600,360000,0.956,600.0,600
'/home/lucas/git/tonerscheduling/resources/632.txt',150,150,22500,0.191,102.0,102
'/home/lucas/git/tonerscheduling/resources/568.txt',1000,1000,1000000,5.334,941.0,941
'/home/lucas/git/tonerscheduling/resources/998.txt',600,600,360000,1.304,598.0,598
'/home/lucas/git/tonerscheduling/resources/971.txt',50,50,2500,0.013,47.0,47
'/home/lucas/git/tonerscheduling/resources/398.txt',1000,1000,1000000,3.425,998.0,998
'/home/lucas/git/tonerscheduling/resources/89.txt',15,20,300,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/510.txt',1000,1000,1000000,2.647,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/890.txt',400,400,160000,0.413,400.0,400
'/home/lucas/git/tonerscheduling/resources/760.txt',30,30,900,0.012,13.0,13
'/home/lucas/git/tonerscheduling/resources/737.txt',200,200,40000,0.269,170.0,170
'/home/lucas/git/tonerscheduling/resources/610.txt',150,150,22500,0.124,143.0,143
'/home/lucas/git/tonerscheduling/resources/491.txt',1000,1000,1000000,2.531,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/34.txt',10,9,90,0.001,7.0,7
'/home/lucas/git/tonerscheduling/resources/284.txt',40,10,400,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/212.txt',25,40,1000,0.013,13.0,13
'/home/lucas/git/tonerscheduling/resources/715.txt',200,200,40000,0.434,93.0,93
'/home/lucas/git/tonerscheduling/resources/305.txt',40,30,1200,0.011,19.0,19
'/home/lucas/git/tonerscheduling/resources/609.txt',150,150,22500,0.125,143.0,143
'/home/lucas/git/tonerscheduling/resources/991.txt',600,600,360000,1.379,595.0,595
'/home/lucas/git/tonerscheduling/resources/1214.txt',800,800,640000,1.777,800.0,800
'/home/lucas/git/tonerscheduling/resources/198.txt',25,30,750,0.008,15.0,15
'/home/lucas/git/tonerscheduling/resources/886.txt',400,400,160000,0.374,400.0,400
'/home/lucas/git/tonerscheduling/resources/152.txt',20,30,600,0.008,12.0,12
'/home/lucas/git/tonerscheduling/resources/813.txt',400,400,160000,0.615,396.0,396
'/home/lucas/git/tonerscheduling/resources/553.txt',1000,1000,1000000,7.168,862.0,862
'/home/lucas/git/tonerscheduling/resources/666.txt',175,175,30625,0.295,75.0,75
'/home/lucas/git/tonerscheduling/resources/362.txt',50,100,5000,0.07,21.0,21
'/home/lucas/git/tonerscheduling/resources/878.txt',400,400,160000,0.469,400.0,400
'/home/lucas/git/tonerscheduling/resources/273.txt',30,50,1500,0.019,17.0,17
'/home/lucas/git/tonerscheduling/resources/7.txt',100,100,10000,0.021,99.0,99
'/home/lucas/git/tonerscheduling/resources/252.txt',30,29,870,0.01,17.0,17
'/home/lucas/git/tonerscheduling/resources/904.txt',400,400,160000,1.021,346.0,346
'/home/lucas/git/tonerscheduling/resources/1097.txt',600,600,360000,0.821,600.0,600
'/home/lucas/git/tonerscheduling/resources/407.txt',1000,1000,1000000,3.418,998.0,998
'/home/lucas/git/tonerscheduling/resources/541.txt',1000,1000,1000000,2.275,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/418.txt',1000,1000,1000000,3.631,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1244.txt',800,800,640000,1.729,800.0,800
'/home/lucas/git/tonerscheduling/resources/216.txt',25,40,1000,0.011,15.0,15
'/home/lucas/git/tonerscheduling/resources/1093.txt',600,600,360000,0.825,600.0,600
'/home/lucas/git/tonerscheduling/resources/205.txt',25,30,750,0.012,15.0,15
'/home/lucas/git/tonerscheduling/resources/1154.txt',800,800,640000,3.169,776.0,776
'/home/lucas/git/tonerscheduling/resources/443.txt',1000,1000,1000000,3.047,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/262.txt',30,40,1200,0.013,17.0,17
'/home/lucas/git/tonerscheduling/resources/191.txt',25,20,500,0.007,13.0,13
'/home/lucas/git/tonerscheduling/resources/531.txt',1000,1000,1000000,2.333,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/744.txt',200,200,40000,0.214,182.0,182
'/home/lucas/git/tonerscheduling/resources/1056.txt',600,600,360000,1.046,600.0,600
'/home/lucas/git/tonerscheduling/resources/1260.txt',800,800,640000,1.529,800.0,800
'/home/lucas/git/tonerscheduling/resources/756.txt',30,30,900,0.005,29.0,29
'/home/lucas/git/tonerscheduling/resources/862.txt',400,400,160000,0.448,400.0,400
'/home/lucas/git/tonerscheduling/resources/1248.txt',800,800,640000,4.598,585.0,585
'/home/lucas/git/tonerscheduling/resources/414.txt',1000,1000,1000000,10.484,526.0,526
'/home/lucas/git/tonerscheduling/resources/88.txt',15,20,300,0.004,9.0,9
'/home/lucas/git/tonerscheduling/resources/710.txt',200,200,40000,0.184,194.0,194
'/home/lucas/git/tonerscheduling/resources/442.txt',1000,1000,1000000,3.516,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/303.txt',40,30,1200,0.011,19.0,19
'/home/lucas/git/tonerscheduling/resources/683.txt',175,175,30625,0.228,146.0,146
'/home/lucas/git/tonerscheduling/resources/1204.txt',800,800,640000,2.152,800.0,800
'/home/lucas/git/tonerscheduling/resources/834.txt',400,400,160000,1.612,193.0,193
'/home/lucas/git/tonerscheduling/resources/912.txt',400,400,160000,1.023,343.0,343
'/home/lucas/git/tonerscheduling/resources/1077.txt',600,600,360000,3.297,427.0,427
'/home/lucas/git/tonerscheduling/resources/499.txt',1000,1000,1000000,3.089,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/41.txt',10,20,200,0.004,6.0,6
'/home/lucas/git/tonerscheduling/resources/1295.txt',800,800,640000,1.88,800.0,800
