file,n,m,n_x_m,time,fitness,maxtoner
'/home/lucas/git/tonerscheduling/resources/504.txt',1000,1000,1000000,2.498,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1018.txt',600,600,360000,1.352,599.0,599
'/home/lucas/git/tonerscheduling/resources/985.txt',600,600,360000,1.324,597.0,597
'/home/lucas/git/tonerscheduling/resources/961.txt',50,50,2500,0.019,35.0,35
'/home/lucas/git/tonerscheduling/resources/37.txt',10,9,90,0.001,5.0,5
'/home/lucas/git/tonerscheduling/resources/565.txt',1000,1000,1000000,2.245,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/57.txt',10,30,300,0.006,6.0,6
'/home/lucas/git/tonerscheduling/resources/375.txt',50,100,5000,0.049,66.0,66
'/home/lucas/git/tonerscheduling/resources/480.txt',1000,1000,1000000,7.766,723.0,723
'/home/lucas/git/tonerscheduling/resources/554.txt',1000,1000,1000000,7.301,861.0,861
'/home/lucas/git/tonerscheduling/resources/670.txt',175,175,30625,0.304,74.0,74
'/home/lucas/git/tonerscheduling/resources/228.txt',30,10,300,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/765.txt',30,30,900,0.008,20.0,20
'/home/lucas/git/tonerscheduling/resources/1262.txt',800,800,640000,1.656,800.0,800
'/home/lucas/git/tonerscheduling/resources/907.txt',400,400,160000,0.995,347.0,347
'/home/lucas/git/tonerscheduling/resources/301.txt',40,30,1200,0.01,19.0,19
'/home/lucas/git/tonerscheduling/resources/849.txt',400,400,160000,0.465,400.0,400
'/home/lucas/git/tonerscheduling/resources/1015.txt',600,600,360000,1.172,599.0,599
'/home/lucas/git/tonerscheduling/resources/1029.txt',600,600,360000,1.067,600.0,600
'/home/lucas/git/tonerscheduling/resources/494.txt',1000,1000,1000000,2.54,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/739.txt',200,200,40000,0.298,169.0,169
'/home/lucas/git/tonerscheduling/resources/455.txt',1000,1000,1000000,2.817,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/272.txt',30,50,1500,0.019,19.0,19
'/home/lucas/git/tonerscheduling/resources/254.txt',30,28,840,0.008,17.0,17
'/home/lucas/git/tonerscheduling/resources/804.txt',400,400,160000,0.763,387.0,387
'/home/lucas/git/tonerscheduling/resources/869.txt',400,400,160000,0.469,400.0,400
'/home/lucas/git/tonerscheduling/resources/996.txt',600,600,360000,1.213,599.0,599
'/home/lucas/git/tonerscheduling/resources/476.txt',1000,1000,1000000,2.517,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/297.txt',40,20,800,0.006,15.0,15
'/home/lucas/git/tonerscheduling/resources/1307.txt',800,800,640000,4.321,702.0,702
'/home/lucas/git/tonerscheduling/resources/1017.txt',600,600,360000,1.279,599.0,599
'/home/lucas/git/tonerscheduling/resources/522.txt',1000,1000,1000000,2.279,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/487.txt',1000,1000,1000000,8.096,710.0,710
'/home/lucas/git/tonerscheduling/resources/16.txt',25,15,375,0.003,13.0,13
'/home/lucas/git/tonerscheduling/resources/35.txt',10,9,90,0.001,6.0,6
'/home/lucas/git/tonerscheduling/resources/659.txt',175,175,30625,0.134,169.0,169
'/home/lucas/git/tonerscheduling/resources/743.txt',200,200,40000,0.211,184.0,184
'/home/lucas/git/tonerscheduling/resources/283.txt',40,10,400,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/877.txt',400,400,160000,0.492,400.0,400
'/home/lucas/git/tonerscheduling/resources/1089.txt',600,600,360000,0.947,600.0,600
'/home/lucas/git/tonerscheduling/resources/347.txt',100,100,10000,0.064,81.0,81
'/home/lucas/git/tonerscheduling/resources/1062.txt',600,600,360000,0.914,600.0,600
'/home/lucas/git/tonerscheduling/resources/496.txt',1000,1000,1000000,2.583,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1289.txt',800,800,640000,1.69,800.0,800
'/home/lucas/git/tonerscheduling/resources/936.txt',100,50,5000,0.026,46.0,46
'/home/lucas/git/tonerscheduling/resources/676.txt',175,175,30625,0.222,120.0,120
'/home/lucas/git/tonerscheduling/resources/519.txt',1000,1000,1000000,2.287,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/871.txt',400,400,160000,0.501,400.0,400
'/home/lucas/git/tonerscheduling/resources/436.txt',1000,1000,1000000,3.457,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/563.txt',1000,1000,1000000,2.375,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/97.txt',15,20,300,0.005,9.0,9
'/home/lucas/git/tonerscheduling/resources/484.txt',1000,1000,1000000,7.995,719.0,719
'/home/lucas/git/tonerscheduling/resources/453.txt',1000,1000,1000000,3.091,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/176.txt',20,50,1000,0.015,9.0,9
'/home/lucas/git/tonerscheduling/resources/1313.txt',800,800,640000,3.373,754.0,754
'/home/lucas/git/tonerscheduling/resources/1200.txt',800,800,640000,2.072,800.0,800
'/home/lucas/git/tonerscheduling/resources/105.txt',15,30,450,0.006,10.0,10
'/home/lucas/git/tonerscheduling/resources/746.txt',200,200,40000,0.209,184.0,184
'/home/lucas/git/tonerscheduling/resources/416.txt',1000,1000,1000000,10.293,525.0,525
'/home/lucas/git/tonerscheduling/resources/56.txt',10,30,300,0.005,6.0,6
'/home/lucas/git/tonerscheduling/resources/1130.txt',75,75,5625,0.05,32.0,32
'/home/lucas/git/tonerscheduling/resources/578.txt',125,125,15625,0.078,121.0,121
'/home/lucas/git/tonerscheduling/resources/771.txt',30,30,900,0.009,24.0,24
'/home/lucas/git/tonerscheduling/resources/422.txt',1000,1000,1000000,3.517,999.0,999
'/home/lucas/git/tonerscheduling/resources/1163.txt',800,800,640000,2.756,795.0,795
'/home/lucas/git/tonerscheduling/resources/963.txt',50,50,2500,0.019,41.0,41
'/home/lucas/git/tonerscheduling/resources/722.txt',200,200,40000,0.409,93.0,93
'/home/lucas/git/tonerscheduling/resources/465.txt',1000,1000,1000000,2.691,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/718.txt',200,200,40000,0.408,93.0,93
'/home/lucas/git/tonerscheduling/resources/160.txt',20,40,800,0.013,10.0,10
'/home/lucas/git/tonerscheduling/resources/944.txt',100,50,5000,0.024,50.0,50
'/home/lucas/git/tonerscheduling/resources/555.txt',1000,1000,1000000,7.22,875.0,875
'/home/lucas/git/tonerscheduling/resources/265.txt',30,40,1200,0.014,17.0,17
'/home/lucas/git/tonerscheduling/resources/1007.txt',600,600,360000,3.311,287.0,287
'/home/lucas/git/tonerscheduling/resources/640.txt',150,150,22500,0.142,124.0,124
'/home/lucas/git/tonerscheduling/resources/1009.txt',600,600,360000,3.189,293.0,293
'/home/lucas/git/tonerscheduling/resources/116.txt',15,40,600,0.01,11.0,11
'/home/lucas/git/tonerscheduling/resources/163.txt',20,40,800,0.011,11.0,11
'/home/lucas/git/tonerscheduling/resources/1288.txt',800,800,640000,1.683,800.0,800
'/home/lucas/git/tonerscheduling/resources/686.txt',175,175,30625,0.196,148.0,148
'/home/lucas/git/tonerscheduling/resources/1216.txt',800,800,640000,1.777,800.0,800
'/home/lucas/git/tonerscheduling/resources/103.txt',15,30,450,0.006,9.0,9
'/home/lucas/git/tonerscheduling/resources/1359.txt',20,20,400,0.003,17.0,17
'/home/lucas/git/tonerscheduling/resources/127.txt',15,50,750,0.012,9.0,9
'/home/lucas/git/tonerscheduling/resources/1135.txt',75,75,5625,0.049,53.0,53
'/home/lucas/git/tonerscheduling/resources/639.txt',150,150,22500,0.138,126.0,126
'/home/lucas/git/tonerscheduling/resources/396.txt',1000,1000,1000000,3.878,991.0,991
'/home/lucas/git/tonerscheduling/resources/404.txt',1000,1000,1000000,3.549,998.0,998
'/home/lucas/git/tonerscheduling/resources/1198.txt',800,800,640000,2.002,800.0,800
'/home/lucas/git/tonerscheduling/resources/361.txt',50,100,5000,0.067,20.0,20
'/home/lucas/git/tonerscheduling/resources/477.txt',1000,1000,1000000,2.73,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1126.txt',75,75,5625,0.03,71.0,71
'/home/lucas/git/tonerscheduling/resources/111.txt',15,40,600,0.01,9.0,9
'/home/lucas/git/tonerscheduling/resources/150.txt',20,30,600,0.008,11.0,11
'/home/lucas/git/tonerscheduling/resources/618.txt',150,150,22500,0.219,66.0,66
'/home/lucas/git/tonerscheduling/resources/382.txt',1000,1000,1000000,5.126,967.0,967
'/home/lucas/git/tonerscheduling/resources/684.txt',175,175,30625,0.197,147.0,147
'/home/lucas/git/tonerscheduling/resources/957.txt',50,50,2500,0.036,21.0,21
'/home/lucas/git/tonerscheduling/resources/338.txt',100,100,10000,0.078,70.0,70
'/home/lucas/git/tonerscheduling/resources/326.txt',40,50,2000,0.024,24.0,24
'/home/lucas/git/tonerscheduling/resources/438.txt',1000,1000,1000000,2.829,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/333.txt',100,100,10000,0.108,44.0,44
'/home/lucas/git/tonerscheduling/resources/110.txt',15,40,600,0.01,8.0,8
'/home/lucas/git/tonerscheduling/resources/738.txt',200,200,40000,0.281,161.0,161
'/home/lucas/git/tonerscheduling/resources/601.txt',125,125,15625,0.09,111.0,111
'/home/lucas/git/tonerscheduling/resources/943.txt',100,50,5000,0.021,50.0,50
'/home/lucas/git/tonerscheduling/resources/36.txt',10,9,90,0.001,6.0,6
'/home/lucas/git/tonerscheduling/resources/954.txt',50,50,2500,0.028,20.0,20
'/home/lucas/git/tonerscheduling/resources/167.txt',20,40,800,0.012,11.0,11
'/home/lucas/git/tonerscheduling/resources/1144.txt',75,75,5625,0.035,71.0,71
'/home/lucas/git/tonerscheduling/resources/505.txt',1000,1000,1000000,2.506,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/271.txt',30,50,1500,0.019,14.0,14
'/home/lucas/git/tonerscheduling/resources/1023.txt',600,600,360000,1.176,600.0,600
'/home/lucas/git/tonerscheduling/resources/999.txt',600,600,360000,1.201,598.0,598
'/home/lucas/git/tonerscheduling/resources/1351.txt',20,20,400,0.003,16.0,16
'/home/lucas/git/tonerscheduling/resources/1171.txt',800,800,640000,2.038,798.0,798
'/home/lucas/git/tonerscheduling/resources/940.txt',100,50,5000,0.024,49.0,49
'/home/lucas/git/tonerscheduling/resources/1181.txt',800,800,640000,6.009,408.0,408
'/home/lucas/git/tonerscheduling/resources/1020.txt',600,600,360000,1.284,600.0,600
'/home/lucas/git/tonerscheduling/resources/137.txt',20,10,200,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/1217.txt',800,800,640000,1.778,800.0,800
'/home/lucas/git/tonerscheduling/resources/896.txt',400,400,160000,1.127,282.0,282
'/home/lucas/git/tonerscheduling/resources/19.txt',30,20,600,0.004,20.0,20
'/home/lucas/git/tonerscheduling/resources/82.txt',15,10,150,0.001,8.0,8
'/home/lucas/git/tonerscheduling/resources/501.txt',1000,1000,1000000,2.499,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/185.txt',25,10,250,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/106.txt',15,30,450,0.007,9.0,9
'/home/lucas/git/tonerscheduling/resources/822.txt',400,400,160000,0.704,397.0,397
'/home/lucas/git/tonerscheduling/resources/139.txt',20,18,360,0.004,10.0,10
'/home/lucas/git/tonerscheduling/resources/701.txt',175,175,30625,0.175,160.0,160
'/home/lucas/git/tonerscheduling/resources/1182.txt',800,800,640000,6.019,407.0,407
'/home/lucas/git/tonerscheduling/resources/682.txt',175,175,30625,0.269,119.0,119
'/home/lucas/git/tonerscheduling/resources/1306.txt',800,800,640000,4.331,703.0,703
'/home/lucas/git/tonerscheduling/resources/844.txt',400,400,160000,0.539,400.0,400
'/home/lucas/git/tonerscheduling/resources/293.txt',40,20,800,0.005,17.0,17
'/home/lucas/git/tonerscheduling/resources/46.txt',10,20,200,0.004,7.0,7
'/home/lucas/git/tonerscheduling/resources/322.txt',40,50,2000,0.023,23.0,23
'/home/lucas/git/tonerscheduling/resources/883.txt',400,400,160000,0.422,400.0,400
'/home/lucas/git/tonerscheduling/resources/426.txt',1000,1000,1000000,3.297,999.0,999
'/home/lucas/git/tonerscheduling/resources/1325.txt',134,37,4958,0.035,28.0,28
'/home/lucas/git/tonerscheduling/resources/274.txt',30,50,1500,0.019,18.0,18
'/home/lucas/git/tonerscheduling/resources/894.txt',400,400,160000,1.257,285.0,285
'/home/lucas/git/tonerscheduling/resources/1194.txt',800,800,640000,1.927,800.0,800
'/home/lucas/git/tonerscheduling/resources/530.txt',1000,1000,1000000,2.203,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1072.txt',600,600,360000,0.895,600.0,600
'/home/lucas/git/tonerscheduling/resources/259.txt',30,40,1200,0.013,18.0,18
'/home/lucas/git/tonerscheduling/resources/925.txt',100,50,5000,0.019,50.0,50
'/home/lucas/git/tonerscheduling/resources/617.txt',150,150,22500,0.205,65.0,65
'/home/lucas/git/tonerscheduling/resources/720.txt',200,200,40000,0.39,85.0,85
'/home/lucas/git/tonerscheduling/resources/458.txt',1000,1000,1000000,2.61,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1346.txt',20,20,400,0.004,14.0,14
'/home/lucas/git/tonerscheduling/resources/1174.txt',800,800,640000,2.157,799.0,799
'/home/lucas/git/tonerscheduling/resources/20.txt',59,25,1475,0.009,25.0,25
'/home/lucas/git/tonerscheduling/resources/409.txt',1000,1000,1000000,10.436,513.0,513
'/home/lucas/git/tonerscheduling/resources/855.txt',400,400,160000,0.471,400.0,400
'/home/lucas/git/tonerscheduling/resources/288.txt',40,20,800,0.007,15.0,15
'/home/lucas/git/tonerscheduling/resources/1043.txt',600,600,360000,1.049,600.0,600
'/home/lucas/git/tonerscheduling/resources/482.txt',1000,1000,1000000,7.816,733.0,733
'/home/lucas/git/tonerscheduling/resources/569.txt',1000,1000,1000000,5.513,933.0,933
'/home/lucas/git/tonerscheduling/resources/870.txt',400,400,160000,0.467,400.0,400
'/home/lucas/git/tonerscheduling/resources/796.txt',40,40,1600,0.012,33.0,33
'/home/lucas/git/tonerscheduling/resources/188.txt',25,20,500,0.005,14.0,14
'/home/lucas/git/tonerscheduling/resources/257.txt',30,26,780,0.007,14.0,14
'/home/lucas/git/tonerscheduling/resources/1083.txt',600,600,360000,1.037,600.0,600
'/home/lucas/git/tonerscheduling/resources/1341.txt',60,49,2940,0.027,28.0,28
'/home/lucas/git/tonerscheduling/resources/1360.txt',20,20,400,0.004,16.0,16
'/home/lucas/git/tonerscheduling/resources/287.txt',40,10,400,0.004,9.0,9
'/home/lucas/git/tonerscheduling/resources/332.txt',100,100,10000,0.046,95.0,95
'/home/lucas/git/tonerscheduling/resources/90.txt',15,20,300,0.004,9.0,9
'/home/lucas/git/tonerscheduling/resources/533.txt',1000,1000,1000000,2.242,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1169.txt',800,800,640000,2.003,799.0,799
'/home/lucas/git/tonerscheduling/resources/263.txt',30,40,1200,0.012,18.0,18
'/home/lucas/git/tonerscheduling/resources/643.txt',150,150,22500,0.124,139.0,139
'/home/lucas/git/tonerscheduling/resources/707.txt',200,200,40000,0.183,193.0,193
'/home/lucas/git/tonerscheduling/resources/559.txt',1000,1000,1000000,2.207,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1297.txt',800,800,640000,1.624,800.0,800
'/home/lucas/git/tonerscheduling/resources/222.txt',25,50,1250,0.018,13.0,13
'/home/lucas/git/tonerscheduling/resources/709.txt',200,200,40000,0.182,192.0,192
'/home/lucas/git/tonerscheduling/resources/633.txt',150,150,22500,0.146,120.0,120
'/home/lucas/git/tonerscheduling/resources/1368.txt',50,50,2500,0.025,27.0,27
'/home/lucas/git/tonerscheduling/resources/843.txt',400,400,160000,0.483,400.0,400
'/home/lucas/git/tonerscheduling/resources/787.txt',40,40,1600,0.018,18.0,18
'/home/lucas/git/tonerscheduling/resources/1287.txt',800,800,640000,1.491,800.0,800
'/home/lucas/git/tonerscheduling/resources/953.txt',50,50,2500,0.025,25.0,25
'/home/lucas/git/tonerscheduling/resources/450.txt',1000,1000,1000000,2.67,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/614.txt',150,150,22500,0.225,65.0,65
'/home/lucas/git/tonerscheduling/resources/279.txt',40,10,400,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/324.txt',40,50,2000,0.024,22.0,22
'/home/lucas/git/tonerscheduling/resources/377.txt',50,100,5000,0.043,66.0,66
'/home/lucas/git/tonerscheduling/resources/367.txt',50,100,5000,0.059,36.0,36
'/home/lucas/git/tonerscheduling/resources/538.txt',1000,1000,1000000,2.308,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1162.txt',800,800,640000,2.738,796.0,796
'/home/lucas/git/tonerscheduling/resources/1150.txt',800,800,640000,2.998,778.0,778
'/home/lucas/git/tonerscheduling/resources/253.txt',30,29,870,0.009,16.0,16
'/home/lucas/git/tonerscheduling/resources/1069.txt',600,600,360000,1.091,600.0,600
'/home/lucas/git/tonerscheduling/resources/635.txt',150,150,22500,0.148,125.0,125
'/home/lucas/git/tonerscheduling/resources/296.txt',40,20,800,0.008,17.0,17
'/home/lucas/git/tonerscheduling/resources/1317.txt',800,800,640000,3.16,752.0,752
'/home/lucas/git/tonerscheduling/resources/814.txt',400,400,160000,0.675,397.0,397
'/home/lucas/git/tonerscheduling/resources/983.txt',600,600,360000,1.392,595.0,595
'/home/lucas/git/tonerscheduling/resources/87.txt',15,10,150,0.002,7.0,7
'/home/lucas/git/tonerscheduling/resources/1123.txt',75,75,5625,0.028,72.0,72
'/home/lucas/git/tonerscheduling/resources/325.txt',40,50,2000,0.023,21.0,21
'/home/lucas/git/tonerscheduling/resources/753.txt',30,30,900,0.005,29.0,29
'/home/lucas/git/tonerscheduling/resources/1003.txt',600,600,360000,3.147,282.0,282
'/home/lucas/git/tonerscheduling/resources/366.txt',50,100,5000,0.058,31.0,31
'/home/lucas/git/tonerscheduling/resources/1189.txt',800,800,640000,2.147,800.0,800
'/home/lucas/git/tonerscheduling/resources/244.txt',30,20,600,0.006,14.0,14
'/home/lucas/git/tonerscheduling/resources/282.txt',40,10,400,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/230.txt',30,10,300,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/1035.txt',600,600,360000,1.108,600.0,600
'/home/lucas/git/tonerscheduling/resources/1320.txt',20,16,320,0.004,7.0,7
'/home/lucas/git/tonerscheduling/resources/449.txt',1000,1000,1000000,2.731,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/537.txt',1000,1000,1000000,2.395,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/318.txt',40,50,2000,0.023,21.0,21
'/home/lucas/git/tonerscheduling/resources/945.txt',100,50,5000,0.022,50.0,50
'/home/lucas/git/tonerscheduling/resources/758.txt',30,30,900,0.011,12.0,12
'/home/lucas/git/tonerscheduling/resources/811.txt',400,400,160000,0.783,381.0,381
'/home/lucas/git/tonerscheduling/resources/968.txt',50,50,2500,0.016,45.0,45
'/home/lucas/git/tonerscheduling/resources/1167.txt',800,800,640000,2.619,792.0,792
'/home/lucas/git/tonerscheduling/resources/914.txt',400,400,160000,0.886,372.0,372
'/home/lucas/git/tonerscheduling/resources/716.txt',200,200,40000,0.412,85.0,85
'/home/lucas/git/tonerscheduling/resources/517.txt',1000,1000,1000000,2.426,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/285.txt',40,10,400,0.003,9.0,9
'/home/lucas/git/tonerscheduling/resources/973.txt',600,600,360000,1.771,583.0,583
'/home/lucas/git/tonerscheduling/resources/591.txt',125,125,15625,0.132,77.0,77
'/home/lucas/git/tonerscheduling/resources/970.txt',50,50,2500,0.013,45.0,45
'/home/lucas/git/tonerscheduling/resources/1110.txt',600,600,360000,2.067,521.0,521
'/home/lucas/git/tonerscheduling/resources/319.txt',40,50,2000,0.021,23.0,23
'/home/lucas/git/tonerscheduling/resources/888.txt',400,400,160000,0.377,400.0,400
'/home/lucas/git/tonerscheduling/resources/884.txt',400,400,160000,0.376,400.0,400
'/home/lucas/git/tonerscheduling/resources/266.txt',30,40,1200,0.014,17.0,17
'/home/lucas/git/tonerscheduling/resources/14.txt',20,10,200,0.002,6.0,6
'/home/lucas/git/tonerscheduling/resources/646.txt',150,150,22500,0.132,140.0,140
'/home/lucas/git/tonerscheduling/resources/767.txt',30,30,900,0.008,20.0,20
'/home/lucas/git/tonerscheduling/resources/1034.txt',600,600,360000,0.953,600.0,600
'/home/lucas/git/tonerscheduling/resources/1045.txt',600,600,360000,0.943,600.0,600
'/home/lucas/git/tonerscheduling/resources/789.txt',40,40,1600,0.014,28.0,28
'/home/lucas/git/tonerscheduling/resources/1193.txt',800,800,640000,1.935,799.0,799
'/home/lucas/git/tonerscheduling/resources/406.txt',1000,1000,1000000,3.556,997.0,997
'/home/lucas/git/tonerscheduling/resources/172.txt',20,50,1000,0.015,10.0,10
'/home/lucas/git/tonerscheduling/resources/243.txt',30,20,600,0.005,13.0,13
'/home/lucas/git/tonerscheduling/resources/161.txt',20,40,800,0.012,11.0,11
'/home/lucas/git/tonerscheduling/resources/1032.txt',600,600,360000,1.096,600.0,600
'/home/lucas/git/tonerscheduling/resources/1185.txt',800,800,640000,6.104,406.0,406
'/home/lucas/git/tonerscheduling/resources/1357.txt',20,20,400,0.004,17.0,17
'/home/lucas/git/tonerscheduling/resources/86.txt',15,10,150,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/291.txt',40,20,800,0.006,16.0,16
'/home/lucas/git/tonerscheduling/resources/664.txt',175,175,30625,0.295,82.0,82
'/home/lucas/git/tonerscheduling/resources/374.txt',50,100,5000,0.042,72.0,72
'/home/lucas/git/tonerscheduling/resources/527.txt',1000,1000,1000000,2.429,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1290.txt',800,800,640000,1.599,800.0,800
'/home/lucas/git/tonerscheduling/resources/644.txt',150,150,22500,0.125,140.0,140
'/home/lucas/git/tonerscheduling/resources/393.txt',1000,1000,1000000,3.853,993.0,993
'/home/lucas/git/tonerscheduling/resources/705.txt',200,200,40000,0.18,194.0,194
'/home/lucas/git/tonerscheduling/resources/1137.txt',75,75,5625,0.055,45.0,45
'/home/lucas/git/tonerscheduling/resources/965.txt',50,50,2500,0.02,40.0,40
'/home/lucas/git/tonerscheduling/resources/520.txt',1000,1000,1000000,2.399,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/631.txt',150,150,22500,0.201,95.0,95
'/home/lucas/git/tonerscheduling/resources/759.txt',30,30,900,0.012,13.0,13
'/home/lucas/git/tonerscheduling/resources/447.txt',1000,1000,1000000,3.02,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/583.txt',125,125,15625,0.182,58.0,58
'/home/lucas/git/tonerscheduling/resources/828.txt',400,400,160000,0.607,400.0,400
'/home/lucas/git/tonerscheduling/resources/619.txt',150,150,22500,0.235,67.0,67
'/home/lucas/git/tonerscheduling/resources/625.txt',150,150,22500,0.215,96.0,96
'/home/lucas/git/tonerscheduling/resources/673.txt',175,175,30625,0.259,124.0,124
'/home/lucas/git/tonerscheduling/resources/1012.txt',600,600,360000,3.178,296.0,296
'/home/lucas/git/tonerscheduling/resources/1322.txt',105,37,3885,0.029,27.0,27
'/home/lucas/git/tonerscheduling/resources/792.txt',40,40,1600,0.014,26.0,26
'/home/lucas/git/tonerscheduling/resources/456.txt',1000,1000,1000000,2.854,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/1355.txt',20,20,400,0.004,15.0,15
'/home/lucas/git/tonerscheduling/resources/368.txt',50,100,5000,0.055,56.0,56
'/home/lucas/git/tonerscheduling/resources/440.txt',1000,1000,1000000,3.035,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/545.txt',1000,1000,1000000,2.324,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/974.txt',600,600,360000,1.585,583.0,583
'/home/lucas/git/tonerscheduling/resources/926.txt',100,50,5000,0.019,50.0,50
'/home/lucas/git/tonerscheduling/resources/818.txt',400,400,160000,0.624,396.0,396
'/home/lucas/git/tonerscheduling/resources/187.txt',25,10,250,0.002,8.0,8
'/home/lucas/git/tonerscheduling/resources/390.txt',1000,1000,1000000,3.764,993.0,993
'/home/lucas/git/tonerscheduling/resources/246.txt',30,20,600,0.004,14.0,14
'/home/lucas/git/tonerscheduling/resources/1046.txt',600,600,360000,1.068,600.0,600
'/home/lucas/git/tonerscheduling/resources/397.txt',1000,1000,1000000,3.808,995.0,995
'/home/lucas/git/tonerscheduling/resources/536.txt',1000,1000,1000000,2.419,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/735.txt',200,200,40000,0.275,170.0,170
'/home/lucas/git/tonerscheduling/resources/699.txt',175,175,30625,0.187,157.0,157
'/home/lucas/git/tonerscheduling/resources/117.txt',15,40,600,0.01,9.0,9
'/home/lucas/git/tonerscheduling/resources/764.txt',30,30,900,0.01,20.0,20
'/home/lucas/git/tonerscheduling/resources/992.txt',600,600,360000,1.425,597.0,597
'/home/lucas/git/tonerscheduling/resources/581.txt',125,125,15625,0.071,122.0,122
'/home/lucas/git/tonerscheduling/resources/1028.txt',600,600,360000,0.99,600.0,600
'/home/lucas/git/tonerscheduling/resources/636.txt',150,150,22500,0.138,123.0,123
'/home/lucas/git/tonerscheduling/resources/1353.txt',20,20,400,0.003,15.0,15
'/home/lucas/git/tonerscheduling/resources/1011.txt',600,600,360000,3.112,292.0,292
'/home/lucas/git/tonerscheduling/resources/1025.txt',600,600,360000,1.07,600.0,600
'/home/lucas/git/tonerscheduling/resources/1160.txt',800,800,640000,2.584,793.0,793
'/home/lucas/git/tonerscheduling/resources/512.txt',1000,1000,1000000,2.594,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/363.txt',50,100,5000,0.058,37.0,37
'/home/lucas/git/tonerscheduling/resources/605.txt',150,150,22500,0.114,144.0,144
'/home/lucas/git/tonerscheduling/resources/712.txt',200,200,40000,0.19,193.0,193
'/home/lucas/git/tonerscheduling/resources/808.txt',400,400,160000,0.796,383.0,383
'/home/lucas/git/tonerscheduling/resources/344.txt',100,100,10000,0.067,84.0,84
'/home/lucas/git/tonerscheduling/resources/122.txt',15,50,750,0.013,9.0,9
'/home/lucas/git/tonerscheduling/resources/741.txt',200,200,40000,0.265,163.0,163
'/home/lucas/git/tonerscheduling/resources/656.txt',175,175,30625,0.134,169.0,169
'/home/lucas/git/tonerscheduling/resources/657.txt',175,175,30625,0.136,170.0,170
'/home/lucas/git/tonerscheduling/resources/1156.txt',800,800,640000,2.924,778.0,778
'/home/lucas/git/tonerscheduling/resources/939.txt',100,50,5000,0.026,50.0,50
'/home/lucas/git/tonerscheduling/resources/806.txt',400,400,160000,0.787,390.0,390
'/home/lucas/git/tonerscheduling/resources/373.txt',50,100,5000,0.041,65.0,65
'/home/lucas/git/tonerscheduling/resources/702.txt',175,175,30625,0.186,161.0,161
'/home/lucas/git/tonerscheduling/resources/63.txt',10,40,400,0.007,8.0,8
'/home/lucas/git/tonerscheduling/resources/49.txt',10,30,300,0.006,6.0,6
'/home/lucas/git/tonerscheduling/resources/564.txt',1000,1000,1000000,2.27,1000.0,1000
'/home/lucas/git/tonerscheduling/resources/234.txt',30,10,300,0.002,9.0,9
'/home/lucas/git/tonerscheduling/resources/1131.txt',75,75,5625,0.064,30.0,30
'/home/lucas/git/tonerscheduling/resources/833.txt',400,400,160000,1.507,189.0,189
'/home/lucas/git/tonerscheduling/resources/197.txt',25,20,500,0.004,13.0,13
'/home/lucas/git/tonerscheduling/resources/675.txt',175,175,30625,0.263,123.0,123
'/home/lucas/git/tonerscheduling/resources/1190.txt',800,800,640000,1.955,800.0,800
